id,name,type,stars,location,num_of_reviews,שירות הזמן שולחן,לסילבסטר,"פתוח במוצ""ש",פתוח בשבת,מסעדה לא כשרה,קרייזי סאנדיי,Take Away,מסעדות על הים,פתוח בשישי,אזור עישון,Wi-fi,תצוגות אופנה,תערוכות,פתוח בפסח,נגישות לנכים,גישה לתחבורה ציבורית,גינה חיצונית,מסעדה כשרה למהדרין,מסעדות כשרות,קוקטייל,ערבי מחלקה,מסיבות חברה,משלוחים,ציוד הגברה,מסעדה עם חניה חינם,חדר פרטי,מסעדה לאירועים וכנסים,לוקיישן לצילום,הדרכות/סדנאות,ימי הולדת,אירועים קטנים,אירועים עד 150 איש,אפשרות ישיבה בחוץ,מסעדות עם מקרן,בר מסעדה,שירותי קייטרינג,ימי נישואין,ימי כיף,מסעדה עם חניה מוסדרת,אירועים עד 100 איש,מסעדת שף,וידיאו קונפרנס,מקום לאירועים,אירועים עד 50 איש,מסעדה עם הנחות לסטודנטים,הנחות לחיילים,עסק שומר שבת,ישיבות,טאפאס בר,מסיבות עיתונאים,ברים לאירועים,חדרי ישיבות,מזון מהיר,אירועים עד 30 איש,dog friendly,שף עד הבית,הופעות חיות,כנסים,burger club,מסיבות רווקים/רווקות,אוכל מוכן לשבת/ לקחת,אירועים מעל 300 איש,אירועי בוטיק,חתונות,ברית/בריתה,לארוחת סוכות,לראש השנה,24 שעות,"מסעדה כשרה בד""ץ",ספורט בר,מסעדה כפרית,מסעדה עם מרתף יינות,בר-סלט,מסעדה בטבע,יום המשפחה,אירועים עד 20 איש,עם סוכה,ימי גיבוש,הסדרים לעסקים מוסדות ומפעלים,מלונות ובתי הארחה,ימי עיון,אירועים עד 200 איש,מבשלת בירה,אירועים עד 10 איש,Night Life,אירועים עד 300 איש,משלוחים חינם
80323389,פיצה משפחתית,פיצריה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80335866,מלך הבשר,מסעדת בשרים,,"(31.526474, 34.5969696)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80316921,pasta bar - pasta bar,מצאת טעות?,3.5,"(32.0877639, 34.8859985)",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80230734,מרתה,קייטרינג,,"(32.4889237, 34.9727026)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80249267,מסעדת ג'מילה,מסעדה מרוקאית,,"(32.0742151, 34.8484311)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80230024,מדלן-קייטרינג ביתי,קייטרינג,,"(31.2445627, 34.7854782)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80289778,בוריטו BURRITO,מסעדה מקסיקנית,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80350777,סיאסטה ביץ',מצאת טעות?,,"(32.3286181, 34.8566246)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80239095,השף שאהב תות,קייטרינג,,"(31.787109, 34.7096635)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80340213,הפטי של דבו,מצאת טעות?,,"(30.9919058, 34.7700732)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80344386,בר מול המבצר,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80124470,פז קפה,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80297997,אריאלה אלוש בישול ביתי,קייטרינג,,"(31.5156708, 34.9377978)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80287618,עץ הזית,סנדוויץ' בר,,"(31.2288537, 34.8076324)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80156405,החן שבשניצל,שניצליה,,"(32.3200345, 34.8779578)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80342397,פיצה ראמוס,פיצריה,,"(31.9711625, 34.8102152)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80333940,צ׳יקן סטיישן,מצאת טעות?,,"(32.0942154, 34.8234894)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76086230,"שובע בר בע""מ",מצאת טעות?,,"(32.1063683, 34.9398765)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80233501,אושיקורו - Oshikuru,מסעדה אסייאתית,,"(31.87060365, 34.90876136097435)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62216590,הבגט של  דני צרפתי,מסעדה מזרחית,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80333413,שווארמי ס,מצאת טעות?,,"(31.7875804, 35.1819496)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80353515,עמליה בייקרי,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80339012,Dor Pizza,פיצריה,,"(32.0202114, 34.7790018)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80333138,בורגרמנץ,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71568700,קרם פרש,בית קפה,,"(32.091194, 34.789462)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80329860,המטבח של טליה,מטבח ביתי,,"(31.25195865, 34.76741460801429)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80108279,פיצה הכיכר,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34607630,פלאפל מירו,אוכל רחוב,5,"(31.7883662, 35.2229622)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80345471,פיצה נונה,פיצריה,5,"(32.1552683, 35.1008663)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80160518,ביתא קפה - beta caffe,ביסטרו,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80030793,לילי'ס,מסעדה רומנית,4.5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21472470,מזנון השרון,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80352020,בוטיק 180 Boutique,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351918,תרצה,פאב-בר,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80338956,שווארמה להבים,חומוס,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80343426,סמוק בורגר,מצאת טעות?,5,"(31.79592425, 35.21198075969497)",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80332748,פיצה פאפנו חריש,פיצריה,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80240366,הגל הכחול,מסעדת דגים,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80223227,רולים,מסעדה אסייאתית,,"(31.964286549999997, 34.79351430476437)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80344310,קורניבר,מצאת טעות?,5,"(32.9816323, 35.574680736413896)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80336678,Pizzeria Persiano,פיצריה,,"(31.9295577, 34.7990609)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80342063,פיצה בשכונה,פיצריה,,"(31.6537554, 34.5684162)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80077778,נלצ'יק,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80285084,להתענג,מטבח ביתי,4.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80340750,טאבון הנגב,קונדיטוריה-מאפיה,,"(31.2592049, 34.795305)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80323965,הלבנוני,מצאת טעות?,,"(32.1781948, 34.8956088)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80331498,ירדנה ההודית - אוכל הודי,קייטרינג,,"(32.0191528, 34.7560688)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33455680,מפגש ארבע על ארבע,מצאת טעות?,,"(31.9635712, 34.8101149)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80172398,שף הכפר,מטבח ביתי,,"(32.1855118, 34.8201525)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80290070,צ'וקה,מסעדה אסייאתית,2,"(32.05567135, 34.86339038817975)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21056580,זנזרה,מסעדה איטלקית,4,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80329022,המלבי של מוצי,מצאת טעות?,,"(31.9295577, 34.7990609)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80351033,סטארה,מסעדת בשרים,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80288617,Burger Cave בורגר קייב,מסעדת בשרים,,"(32.1128686, 34.9787201)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80322748,SMILE CAFE,פאב-בר,,"(32.095833, 34.8590149)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80334673,Jacob's Food קייטרינג,מטבח ביתי,,"(32.0877639, 34.8859985)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80334673,Jacob's Food קייטרינג,מטבח ביתי,,"(32.0877639, 34.8859985)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80337246,sibo sushi,מסעדה אסייאתית,,"(32.1309209, 34.9919607)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80353013,סרוסי המבורגר,מסעדת בשרים,,"(31.2437101, 34.7964081)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80309265,חומוס חומוס,חומוס,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80040383,ליב - מטבח בריא,מסעדת קונספט,4,"(32.109582, 34.839068)",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80274360,קרמפינה - cremapina,גלידריה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80344046,בורגרים צופים,מצאת טעות?,,"(32.1967151, 35.0088683)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80277866,החומוסיה של חביבו,חומוס,5,"(32.4408176, 34.8891761)",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80229931,לימירו,פיצריה,,"(32.748785, 35.382547)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80328942,רביבוס,מצאת טעות?,,"(32.0727628, 34.8975732)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80340131,Asado&burger,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80156738,עין הואדי,מסעדה ערבית,4.5,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80117620,דניאל בהר-הכל בדצים,מצאת טעות?,,"(32.1162347, 34.7999164)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80335998,ציקן  סטיישן,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80167400,פיצה פצץ ירוחם,פיצריה,,"(30.9885777, 34.9222506)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80131194,קפה אירופה - Cafe Europa,בית קפה,3.5,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80330306,טבעוניטעים,מטבח ביתי,,"(31.9175529, 35.0319405)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80328760,חצפורי מאיה,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80346501,Babel akko,מצאת טעות?,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37942520,"קייטרינג ברכת הכהנים בע""מ",מצאת טעות?,,"(31.4213546, 34.5884252)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80339517,דאישו,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105382,ויטרינה,מסעדת המבורגרים,3.5,"(32.16535575, 34.834144881013046)",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80236250,אנטריקוט בר,סנדוויץ' בר,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80334522,טוסט נקניק sausage king,מצאת טעות?,,"(32.0877639, 34.8859985)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80298373,דומינו'ס פיצה,פיצריה,,"(32.0788662, 34.8092959)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80268481,אשכרה אוכל,מטבח ביתי,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80321640,פיצה     קשת,פיצריה,,"(32.0856811, 34.83776217767513)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80271205,דריה קייטרינג,קייטרינג,,"(32.0935007, 34.89337070426451)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80267019,תותי פרוטי,פיצריה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80327529,לקומידה - אוכל מזן משובח,מטבח ביתי,,"(32.2179505, 34.9827171)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80344815,מסעדת ביקב,מצאת טעות?,,"(31.64612765, 35.132229225)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80260296,דלישס דלי־בר,מסעדה אמריקאית,4,"(32.072555, 34.76864)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80179486,באלאנס קפה,בית קפה,3,"(32.086195, 34.777278)",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80164137,קפה הלל,בית קפה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80017063,מסעדת פואגו,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80285976,K burger‎‏,מסעדת המבורגרים,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80096095,רולדין - ROLADIN,קונדיטוריה-מאפיה,,"(32.0745882, 34.8691489)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80336995,משהו מתבשל אצל אורן,מטבח ביתי,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80336633,הפיצרייה - האופה מבגדד,פיצריה,,"(32.0155557, 34.7775981)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80334960,בורגר home אסייתי,מצאת טעות?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80350080,המטבח של קוקה,מצאת טעות?,,"(32.3286181, 34.8566246)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80336163,מסעדת ״צלל״-מסעדה אתיופית,מצאת טעות?,,"(31.2407216, 34.795789)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80132371,מאפיית אלבאדאוי,קונדיטוריה-מאפיה,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80048689,מוג'ו - MOJO,מסעדה אסייאתית,3.5,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80230697,שניצל ג'יג'י אשדוד,מסעדת בשרים,,"(31.7773672, 34.6372102)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80050044,בר אילן - פאב החלוצים,פאב-בר,,"(32.060291, 34.773504)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80253014,פלמריי גריל בר,מסעדת בשרים,,"(31.8122267, 34.6413928)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80330529,קינג ג'ורג' חולון,מצאת טעות?,,"(32.0077054, 34.80060304320986)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80304254,אנרג'וסר Enerjuicer,מסעדה צמחונית,4,"(32.0786749, 34.7811358)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
